web_id,button_id,button_width,button_width_ratio_with_largest_button_width,button_width_ratio_with_smallest_button_width,button_height,button_height_ratio_with_largest_button_height,button_height_ratio_with_smallest_button_height,button_color_R,button_color_G,button_color_B,button_color_A,button_contrast_with_background,button_center_x_coordinate,button_center_y_coordinate,button_is_on_navbar,button_is_on_footer,button_is_on_left_half_of_screen,button_is_on_right_half_of_screen,button_is_on_upper_half_of_screen,button_is_on_lower_half_of_screen,button_is_on_horizontal_center_of_screen,button_is_on_vertical_center_of_screen,total_number_of_buttons_in_radius_5_percent_of_screen_size,total_number_of_buttons_in_radius_10_percent_of_screen_size,total_number_of_buttons_in_radius_25_percent_of_screen_size,total_number_of_buttons_in_radius_50_percent_of_screen_size,button_text_size,button_text_size_ratio_with_largest_button_text,button_text_size_ratio_with_smallest_button_text,button_text_color_R,button_text_color_G,button_text_color_B,button_text_color_A,button_text_contrast_with_button,button_text_is_bold,button_text_is_italic,total_number_of_buttons_in_the_website,total_number_of_buttons_in_the_navbar,largest_button_text_in_the_website,smallest_button_text_in_the_website,largest_button_width_in_the_website,smallest_button_width_in_the_website,largest_button_height_in_the_website,smallest_button_height_in_the_website,button_rank
2.0,4.0,0.057291666666666664,0.7394957983193278,8.0,0.024623803009575923,0.6206896551724138,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.059912110368410744,0.09794801432848303,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.8181818181818182,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.18181818181818182
2.0,5.0,0.035807291666666664,0.46218487394957986,5.0,0.024623803009575923,0.6206896551724138,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.04920247197151184,0.12421341046752095,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.8181818181818182,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.09090909090909091
2.0,6.0,0.050130208333333336,0.6470588235294118,7.0,0.028727770177838577,0.7241379310344828,4.2,0.8156862745098039,0.8156862745098039,0.8431372549019608,1.0,0.826350700280112,0.030436197916666668,0.3551755662492786,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.9090909090909091,13.0,0.65,1.0,0.0,0.0,0.0,1.0,0.826350700280112,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.9090909090909091
2.0,7.0,0.05078125,0.6554621848739496,7.090909090909091,0.028727770177838577,0.7241379310344828,4.2,0.8156862745098039,0.8156862745098039,0.8431372549019608,1.0,0.826350700280112,0.08404947817325592,0.3551755662492786,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.9090909090909091,13.0,0.65,1.0,0.0,0.0,0.0,1.0,0.826350700280112,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.8181818181818182
2.0,8.0,0.043619791666666664,0.5630252100840336,6.090909090909091,0.028727770177838577,0.7241379310344828,4.2,0.8156862745098039,0.8156862745098039,0.8431372549019608,1.0,0.826350700280112,0.13449435432751974,0.3551755662492786,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.9090909090909091,13.0,0.65,1.0,0.0,0.0,0.0,1.0,0.826350700280112,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.7272727272727273
2.0,9.0,0.07096354166666667,0.9159663865546218,9.909090909090908,0.03967168262653899,1.0,5.8,0.0,0.0,0.0,1.0,0.047619047619047616,0.19498697916666666,0.3518923799903546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.9090909090909091,20.0,1.0,1.5384615384615385,1.0,0.0,0.0,1.0,0.2500952380952381,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,1.0
2.0,10.0,0.03515625,0.453781512605042,4.909090909090909,0.024623803009575923,0.6206896551724138,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.022867838541666668,0.5392612817349415,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.8181818181818182,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.6363636363636364
2.0,11.0,0.040364583333333336,0.5210084033613446,5.636363636363637,0.024623803009575923,0.6206896551724138,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.02546658118565877,0.7192430196154134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5454545454545454,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.5454545454545454
2.0,12.0,0.046875,0.6050420168067226,6.545454545454546,0.024623803009575923,0.6206896551724138,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.028955077131589253,0.8992247679328136,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,12.0,0.4166666666666667,20.0,13.0,119.0,11.0,29.0,5.0,0.45454545454545453
3.0,1.0,0.07747395833333333,1.0,10.818181818181818,0.024623803009575923,0.3,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.044205730160077415,0.023529407589934593,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.3,0.4,0.8,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.5
3.0,3.0,0.02734375,0.35294117647058826,3.8181818181818183,0.024623803009575923,0.3,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.045144314567248024,0.07168262862637333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,0.4,0.8,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.4
3.0,4.0,0.057291666666666664,0.7394957983193278,8.0,0.024623803009575923,0.3,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.059912110368410744,0.09794801432848303,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.4,0.9,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.3
3.0,5.0,0.035807291666666664,0.46218487394957986,5.0,0.024623803009575923,0.3,3.6,0.0,0.0,0.0,0.0,0.047619047619047616,0.04920247197151184,0.12421341046752095,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.3,0.8,0.9,16.0,0.8,1.2307692307692308,0.0,0.0,0.9333333333333333,1.0,0.1117968253968254,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.2
3.0,6.0,0.050130208333333336,0.6470588235294118,7.0,0.028727770177838577,0.35,4.2,1.0,1.0,1.0,1.0,1.0,0.030436197916666668,0.3729594031045603,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.5,1.0,13.0,0.65,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.7
3.0,7.0,0.0390625,0.5042016806722689,5.454545454545454,0.08207934336525308,1.0,12.0,0.0,0.4823529411764706,1.0,1.0,0.444932212885154,0.07809244592984517,0.37295941354148854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.5,1.0,13.0,0.65,1.0,1.0,1.0,1.0,1.0,0.10702539901586999,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,1.0
3.0,8.0,0.043619791666666664,0.5630252100840336,6.090909090909091,0.028727770177838577,0.35,4.2,1.0,1.0,1.0,0.3,1.0,0.12258029480775197,0.3729594031045603,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.3,0.5,1.0,13.0,0.65,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.8
3.0,9.0,0.07096354166666667,0.9159663865546218,9.909090909090908,0.03967168262653899,0.48333333333333334,5.8,0.0,0.0,0.0,1.0,0.047619047619047616,0.1830729196468989,0.36967623771949276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,20.0,1.0,1.5384615384615385,1.0,0.0,0.0,1.0,0.2500952380952381,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.9
3.0,10.0,0.03515625,0.453781512605042,4.909090909090909,0.024623803009575923,0.3,3.6,1.0,1.0,1.0,1.0,1.0,0.023909504214922588,0.5835841083657073,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.8,16.0,0.8,1.2307692307692308,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.1
3.0,11.0,0.0390625,0.5042016806722689,5.454545454545454,0.08207934336525308,1.0,12.0,0.0,0.4823529411764706,1.0,1.0,0.444932212885154,0.024739583333333332,0.7942088240637825,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,16.0,0.8,1.2307692307692308,1.0,1.0,1.0,1.0,0.10702539901586999,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.6
3.0,12.0,0.046875,0.6050420168067226,6.545454545454546,0.024623803009575923,0.3,3.6,1.0,1.0,1.0,0.3,1.0,0.029996742804845173,0.9741905828181109,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,16.0,0.8,1.2307692307692308,1.0,1.0,1.0,1.0,0.047619047619047616,0.0,0.0,11.0,0.45454545454545453,20.0,13.0,119.0,11.0,60.0,5.0,0.0
4.0,1.0,0.09440104166666667,1.0,2.5,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.057812501986821495,0.038303693570451436,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,20.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.3
4.0,2.0,0.037760416666666664,0.4,1.0,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.8807454854249954,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.2,0.2,0.6,16.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.2
4.0,3.0,0.04296875,0.45517241379310347,1.1379310344827587,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.9215548783540726,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,16.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.1
4.0,4.0,0.046223958333333336,0.4896551724137931,1.2241379310344827,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.9664225081602732,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.2,0.2,0.4,16.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.0
4.0,5.0,0.09049479166666667,0.9586206896551724,2.396551724137931,0.06292749658002736,0.9387755102040817,1.2777777777777777,1.0,0.38823529411764707,0.2784313725490196,1.0,0.08922697943930466,0.3848687062660853,0.35376197825378336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.8,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13833497715876486,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,1.0
4.0,6.0,0.064453125,0.6827586206896552,1.706896551724138,0.06292749658002736,0.9387755102040817,1.2777777777777777,0.11764705882352941,0.5647058823529412,1.0,1.0,0.09072937881330241,0.4657497853040695,0.35376197825378336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.3,0.9,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13604427060038546,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.9
4.0,7.0,0.064453125,0.6827586206896552,1.706896551724138,0.06292749658002736,0.9387755102040817,1.2777777777777777,0.13333333333333333,0.5450980392156862,0.13333333333333333,1.0,0.10464028363672179,0.5336100260416666,0.35376197825378336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.3,1.0,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.11795851209208828,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.8
4.0,8.0,0.09114583333333333,0.9655172413793104,2.413793103448276,0.06703146374829001,1.0,1.3611111111111112,1.0,1.0,1.0,0.3,0.047619047619047616,0.6148112068573633,0.3537619678168551,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.9,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.2592074554163177,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.7
4.0,9.0,0.07161458333333333,0.7586206896551724,1.896551724137931,0.049247606019151846,0.7346938775510204,1.0,1.0,0.38823529411764707,0.2784313725490196,1.0,0.5336844070961717,0.18810221552848816,0.6976744186046512,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.6,16.0,0.8,1.0,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13833497715876486,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.6
4.0,10.0,0.07161458333333333,0.7586206896551724,1.896551724137931,0.049247606019151846,0.7346938775510204,1.0,0.11764705882352941,0.5647058823529412,1.0,1.0,0.5248470588235294,0.43549803892771405,0.6976744186046512,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,16.0,0.8,1.0,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13604427060038546,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.5
4.0,11.0,0.07161458333333333,0.7586206896551724,1.896551724137931,0.049247606019151846,0.7346938775510204,1.0,0.13333333333333333,0.5450980392156862,0.13333333333333333,1.0,0.4550737628384686,0.6828938722610474,0.6976744186046512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.6,16.0,0.8,1.0,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.11795851209208828,1.0,0.0,11.0,0.36363636363636365,20.0,16.0,145.0,58.0,49.0,36.0,0.4
5.0,1.0,0.09440104166666667,1.0,3.0208333333333335,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.057812501986821495,0.038303693570451436,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.13333333333333333
5.0,2.0,0.037760416666666664,0.4,1.2083333333333333,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.8552571882804235,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.4666666666666667,16.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.4
5.0,3.0,0.037109375,0.3931034482758621,1.1875,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.8931802958250046,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.2,0.4666666666666667,16.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.3333333333333333
5.0,4.0,0.046223958333333336,0.4896551724137931,1.4791666666666667,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.9351617048184077,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.2,0.4,16.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.26666666666666666
5.0,5.0,0.03125,0.3310344827586207,1.0,0.05471956224350205,0.8163265306122449,1.1111111111111112,0.0,0.0,0.0,0.0,0.047619047619047616,0.9739529490470886,0.038303693570451436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.4,16.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.2
5.0,6.0,0.09049479166666667,0.9586206896551724,2.8958333333333335,0.06292749658002736,0.9387755102040817,1.2777777777777777,1.0,0.38823529411764707,0.2784313725490196,1.0,0.08922697943930466,0.3424207816521327,0.35376197825378336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.7333333333333333,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13833497715876486,1.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,1.0
5.0,7.0,0.064453125,0.6827586206896552,2.0625,0.06292749658002736,0.9387755102040817,1.2777777777777777,0.11764705882352941,0.5647058823529412,1.0,1.0,0.09072937881330241,0.42330185572306317,0.35376197825378336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.8666666666666667,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.13604427060038546,1.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.9333333333333333
5.0,8.0,0.064453125,0.6827586206896552,2.0625,0.06292749658002736,0.9387755102040817,1.2777777777777777,0.13333333333333333,0.5450980392156862,0.13333333333333333,1.0,0.10464028363672179,0.49116210142771405,0.35376197825378336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,1.0,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.11795851209208828,1.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.8666666666666667
5.0,9.0,0.09114583333333333,0.9655172413793104,2.9166666666666665,0.06703146374829001,1.0,1.3611111111111112,1.0,1.0,1.0,0.3,0.047619047619047616,0.5723632822434107,0.3537619678168551,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.9333333333333333,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.2592074554163177,1.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.06666666666666667
5.0,10.0,0.08138020833333333,0.8620689655172413,2.6041666666666665,0.06703146374829001,1.0,1.3611111111111112,0.2,0.2,0.2,0.3,0.2,0.6620768258968989,0.3537619678168551,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.9333333333333333,20.0,1.0,1.25,0.12941176470588237,0.1450980392156863,0.1607843137254902,1.0,0.06171606081340896,1.0,0.0,16.0,0.3125,20.0,16.0,145.0,48.0,49.0,36.0,0.4666666666666667
